name,email,phone_number,employee_id,position,department,salary,hire_date,employment_type,address,manager,performance_rating,skills,office_location,has_parking_pass
Jeffery Hernandez,zacharydennis@example.net,(387)777-2866x20932,ea39fab6-b765-40f2-b7ce-bdaf2a934925,Geophysicist/field seismologist,Sales,114454.47,2018-07-20,Part-time,"762 Yvette Landing Apt. 366
Lisaborough, NV 49029",Luke Palmer,2.0,"['travel', 'effect', 'land', 'laugh', 'away']",Phillipland,No
Howard Morris,melissa49@example.net,476-923-5292x0256,1897fc55-7726-44cc-b92b-2a740bf99971,Photographer,HR,116004.49,2016-09-05,Part-time,"96071 Jacobs Crest Suite 500
Lake Bradley, MS 23409",Melanie Reed,3.4,"['child', 'goal', 'woman', 'rate', 'music']",Goodview,Yes
Justin Prince,hallison@example.net,001-764-877-4260x873,ccae19c7-6832-430a-bf71-b05e67232548,Fast food restaurant manager,Engineering,93369.56,2023-08-26,Full-time,"18774 Moran Square Suite 199
Martinberg, VT 75333",Kristina Stevens,3.9,"['program', 'shake', 'difference', 'benefit', 'station']",Anitastad,No
James Chavez,mark77@example.net,+1-591-271-7167x0604,0466988b-5b74-45f1-9acd-6bb5a8f9707d,Meteorologist,Sales,71016.49,2021-03-21,Contract,"16278 Lindsey Ramp
Lake Cameron, WV 05678",Elizabeth Hunter,4.9,"['item', 'gun', 'whose', 'whether', 'weight']",Nelsonberg,No
Alexis Jordan,joshua41@example.org,440-284-9883,90ce22e8-9cbf-4465-97f4-da822aa1243c,Customer service manager,Marketing,78003.71,2015-03-22,Full-time,"5595 Jennifer Summit Suite 644
Robleston, MH 44529",Megan Carrillo,4.2,"['similar', 'scene', 'authority', 'century', 'team']",Shawport,No
Regina Ward,juan28@example.com,001-931-507-3707x0325,8eb5e43c-2c85-499c-a08f-2f296a42e9c1,Museum/gallery conservator,Sales,72393.88,2025-03-03,Full-time,"205 Lisa Park Apt. 273
South Christopher, MS 15235",Ann Brown,2.3,"['that', 'girl', 'Democrat', 'natural', 'medical']",Jeffreyberg,No
Colin Wright,cory14@example.net,9073970822,78bfb6e1-e25e-48d3-b790-9bad0948edca,"Engineer, petroleum",Engineering,51341.27,2023-09-07,Contract,"66558 Castillo Groves
Port Jeffrey, AL 09070",Jennifer Figueroa,3.7,"['form', 'always', 'value', 'section', 'probably']",Brianmouth,Yes
Kyle Christian,phernandez@example.org,372.787.7385x42858,b5584b18-738f-47aa-8ddc-b7a5a0baef2c,Professor Emeritus,Engineering,47880.28,2021-09-27,Full-time,"81017 Davis Square
West Codyfurt, MA 92448",Joseph Torres,2.5,"['write', 'glass', 'team', 'increase', 'learn']",Brandiburgh,No
Samantha Jones,salazardaniel@example.org,468.650.8432x06431,e8d995e1-f641-4139-8b8a-e215a56d8677,Writer,Engineering,77182.23,2020-09-18,Full-time,"20873 Brittney Street Suite 704
Robinsonside, DE 53669",Charles Norton,4.5,"['both', 'evening', 'show', 'activity', 'ever']",South Katelynberg,Yes
Judith Brown,alexander80@example.net,677.269.0902x255,7e3cbbe2-af87-4c4e-b74c-741553cb6292,"Merchandiser, retail",HR,109542.83,2022-07-31,Contract,"USCGC Pitts
FPO AA 25854",Amy Cruz,1.8,"['bring', 'computer', 'receive', 'decision', 'real']",Port Jason,No
Heather Ayers,frogers@example.org,(259)612-0094x359,28dc92bd-eed8-41eb-81cc-1838c7c71a88,"Nurse, mental health",Engineering,63967.09,2019-05-09,Part-time,"862 Shelia Expressway Apt. 052
Berrymouth, NJ 52809",Sandra Gardner,4.8,"['option', 'meeting', 'increase', 'money', 'hotel']",Jonesland,No
Megan Mckinney,reneemacias@example.net,(996)877-5790x9009,850ac66a-6cde-438b-9994-f69e9d0ae044,Insurance broker,Sales,119754.75,2021-10-02,Full-time,"4851 West Walks
Benjaminburgh, NY 96023",Emily Vaughan,2.4,"['score', 'him', 'hot', 'do', 'him']",Johnville,Yes
Tammy George,millermichael@example.net,(302)303-8512,1899d2c6-ab41-41f5-ada9-fccda6f3c79a,"Research officer, political party",Finance,99605.19,2019-07-06,Part-time,"5218 Sherman Valleys
Jonathanshire, MS 15124",Thomas Reese,3.6,"['although', 'ask', 'military', 'wind', 'like']",East Jeffreyberg,Yes
Janet Robinson,william19@example.com,455.946.8947x910,45695b81-d6c9-4a8a-95ff-9e35180bbbc6,Archivist,Sales,75833.48,2019-09-25,Contract,"6752 Lewis Ridge Apt. 285
Reedton, MH 30255",Carla Garcia,4.5,"['eat', 'enter', 'identify', 'whose', 'bit']",Lake Billy,Yes
Anna King,ashley06@example.net,(718)626-5731x3689,8c69eb74-c158-4e70-be79-b0b64d406899,Radiation protection practitioner,Engineering,71069.9,2018-02-27,Full-time,"08358 Patricia Inlet
West Jennifer, NH 15802",Ronald Parker,4.2,"['budget', 'soon', 'treatment', 'life', 'unit']",Williamfort,No
Jennifer Hayes,berryelizabeth@example.net,643.887.3043x250,387ad095-cb6c-43d3-ac1c-1cc2bcd2d33b,Accommodation manager,Finance,91729.07,2025-02-04,Full-time,"0949 Olivia Spring Suite 208
Nicolefurt, AZ 27544",Mary Church,2.6,"['teach', 'go', 'arm', 'radio', 'accept']",Susanside,No
Emily Hernandez,christinabowen@example.org,001-267-455-5896x96849,0d2252e8-3d0c-4cd9-94d8-3b96af4179da,Prison officer,Sales,47178.25,2016-02-03,Contract,"372 Williams Stravenue
West Nathantown, TX 79308",Theodore Chapman,2.1,"['white', 'rise', 'everyone', 'minute', 'ball']",Ricebury,No
Ashley Vargas,wilsondavid@example.net,001-524-681-1388x33611,5201a0b4-41f7-4910-ba3c-853064bd7e22,Farm manager,HR,84703.45,2017-07-04,Part-time,"7617 Thompson Corners Suite 850
North Jonathanville, TX 69456",Thomas Pacheco,1.5,"['newspaper', 'behind', 'character', 'ability', 'firm']",Port Kelsey,Yes
Christopher Perez,gregoryowens@example.com,911-884-9831x295,58385639-dfa9-45c1-9958-0b2f7a2c5888,Contractor,Finance,40674.73,2015-12-21,Part-time,"92695 Murphy Spurs Suite 943
Jonathanside, IN 98324",Steven Spencer,3.1,"['able', 'save', 'along', 'drive', 'four']",Sheltonfort,No
Kimberly Oconnell,shariprince@example.org,(215)829-3254x287,10766f1e-a52f-44ca-9192-963b814ac8c3,Illustrator,Engineering,93654.16,2018-12-22,Part-time,"5177 Holland Forges
Arthurmouth, TN 33464",David Bridges,4.6,"['finally', 'me', 'subject', 'once', 'another']",East Stephanieville,Yes
David Bennett,jacobreyes@example.org,760-591-0631,7e47906b-2873-4728-85fd-2ab6d3002661,Forensic psychologist,Sales,95135.94,2021-08-31,Full-time,"103 Blackwell Inlet
North Anthonyburgh, TX 45012",Corey Smith,3.1,"['inside', 'focus', 'serve', 'painting', 'scene']",Edwardsfurt,Yes
Joan Ibarra,seangilmore@example.com,001-967-828-1587x2026,7786e9e6-c9be-42a0-953d-12ef1c297403,Press sub,Engineering,53750.48,2020-04-02,Part-time,"837 Pratt Coves Apt. 426
North Tanya, IN 11814",Thomas Velez,2.6,"['apply', 'south', 'task', 'foreign', 'parent']",East Derek,Yes
Robert Moore,perezshannon@example.org,+1-645-414-4414x79605,41dd93bd-f2a6-4487-afed-cd7dd758b5b2,Copy,Finance,103405.23,2021-06-21,Part-time,"2733 Thomas Fort
Lake Steven, NC 19609",Shawna Robinson,4.3,"['perform', 'arm', 'boy', 'alone', 'few']",Port Johnny,No
Timothy Aguilar,fspencer@example.org,495-628-1274,d5706db6-1478-4953-9db2-5cc870bfbd6a,Clothing/textile technologist,Finance,102659.99,2016-11-24,Full-time,"2799 Jennifer Island Apt. 306
Schneidermouth, OR 52496",Alfred Gonzales,3.6,"['answer', 'media', 'wall', 'trade', 'learn']",Aguilarfort,No
William Gomez,linda86@example.org,534.738.7625,ffb92c47-4781-448c-b0a2-0c4d3ceac775,Water engineer,HR,94405.92,2021-09-23,Full-time,"PSC 2671, Box 7680
APO AE 62820",Lauren Fitzpatrick,2.6,"['relate', 'whether', 'blue', 'quickly', 'rest']",East Erikfort,No
Jacob Beasley,dmcpherson@example.net,240-865-1704,ac153522-d0a7-4442-a99c-3b28348b8788,Museum/gallery conservator,HR,113474.89,2015-06-17,Part-time,"99426 Dawn View
Williamsport, MP 92115",Samantha Keith,4.6,"['reach', 'character', 'may', 'food', 'military']",Kyleville,No
Jonathan Neal,anna50@example.com,001-956-484-7478x20808,f607403d-056e-4eaa-b976-a3864a0dd037,"Therapist, sports",Finance,99592.57,2021-01-14,Full-time,"4288 Paige Plaza
Jerrybury, MP 06085",Charlene Russo,3.9,"['anyone', 'but', 'stuff', 'old', 'fast']",East Julieborough,No
Isaac Jones,zparker@example.net,+1-622-382-4846x8646,76869e38-91db-470f-9250-72c009b91883,Learning disability nurse,Sales,106582.0,2019-04-23,Contract,"USNS Vazquez
FPO AA 94465",Mitchell English,1.9,"['protect', 'hotel', 'notice', 'with', 'information']",Keithfort,No
Dennis Allen,huffjohn@example.com,(473)342-5707x37652,1d66e297-635d-47d8-bf7f-5c4a4f6ec98f,"Psychologist, counselling",Sales,102099.01,2022-08-04,Contract,"77449 House Pass Apt. 212
Tiffanyport, IA 07927",Christian Martin,1.7,"['use', 'yard', 'guess', 'sure', 'sometimes']",Mirandaside,No
Gabriel Mclean,thomasjeffery@example.net,643.784.3165x017,47f54a09-7a8f-432a-85d7-2eba276c56c5,Fisheries officer,Engineering,88744.03,2017-06-07,Contract,"91483 Franco River
South Jasmineshire, GA 23867",Theresa Miller,2.5,"['stage', 'main', 'feeling', 'fact', 'rest']",Bridgesfort,Yes
Heather Butler,parkersarah@example.com,531-991-2332x7937,2d78eab8-420c-4b0a-af39-110c511e9bcb,Forensic psychologist,HR,115111.96,2021-06-03,Contract,"74876 Casey Prairie Apt. 495
Valeriefort, CO 60368",Joseph Smith,2.1,"['against', 'him', 'pay', 'yourself', 'develop']",Katherinetown,Yes
Denise Elliott,gonzalessamantha@example.net,001-843-913-9984x942,b3e8fbaf-8a6e-4561-a888-63078cb89195,Occupational therapist,Engineering,66896.03,2024-01-12,Full-time,"806 Joel Haven Suite 372
North Richard, HI 90766",Cody Ball,2.4,"['company', 'firm', 'support', 'film', 'listen']",South Scottshire,Yes
Andrew Mccoy,wsanchez@example.net,+1-750-246-4184,57c049a9-b85e-4700-a06f-abe4ac1ef66f,Dispensing optician,Sales,105382.98,2019-08-19,Contract,"USNS Peters
FPO AP 43068",Kristine Miles,1.8,"['tough', 'social', 'according', 'street', 'white']",Johnnyfurt,Yes
Brandy Brown,rebeccashea@example.net,9188928727,feb6e35b-250f-4e90-ade6-639db01f4a21,"Engineer, materials",Marketing,60561.12,2022-12-22,Full-time,"Unit 5404 Box 2961
DPO AE 79821",Maria Baldwin,2.9,"['table', 'avoid', 'left', 'truth', 'image']",Carlaview,No
Sergio Mejia,johnnysloan@example.net,876-727-6442,6f46b0b0-205b-48e8-b26b-e4a33f3d0078,"Exhibitions officer, museum/gallery",Engineering,46198.81,2025-01-04,Part-time,"8543 Leslie Squares
New Edward, GA 15221",Mr. Henry Newton,1.5,"['he', 'including', 'worry', 'decision', 'garden']",Jonesburgh,Yes
Mary Adams,yangdustin@example.com,348.432.2165,0e9a1b86-7980-449e-8c53-ac3d0849f4b0,"Buyer, industrial",Engineering,76984.22,2023-07-03,Part-time,"4164 Joshua Shoal Suite 556
West Scott, DC 09695",Tommy Randall,1.5,"['significant', 'feel', 'office', 'power', 'message']",Andradeville,Yes
Heather Medina,romerojames@example.com,001-544-403-2861,32514df1-41a8-41dd-b773-30ce80615484,"Embryologist, clinical",Finance,52173.15,2018-03-02,Contract,"846 Nathan Extension
Robbinsmouth, SD 53694",Brandon Huff,3.1,"['even', 'realize', 'western', 'tell', 'effort']",Shannonland,No
Jerry Ferguson,joseph98@example.com,738-492-3417,c700085d-ebea-4d59-ba31-46c80687ea11,Geoscientist,Engineering,84183.05,2017-03-28,Contract,"541 Adam Club Apt. 213
Lake Johnfurt, CT 29849",Brett Tucker,2.7,"['expect', 'impact', 'ok', 'Mr', 'property']",South David,Yes
Jasmine Jones,grasmussen@example.com,(256)866-6411x325,9600a616-2c89-41ca-bf1d-175b7e520d33,Ceramics designer,Engineering,100019.04,2015-11-26,Full-time,"63499 Daniel Union
Greenberg, OR 99570",Douglas Brooks,3.7,"['recent', 'capital', 'behavior', 'thousand', 'answer']",Kentside,Yes
Monica Brewer,cooperdeanna@example.com,(759)388-8039,dbdd2724-6595-463b-bd83-847ebfdad44a,Engineering geologist,Engineering,89517.07,2017-05-10,Full-time,"554 Ashley Shores
Wilsonview, AZ 32162",Alice Rhodes,1.9,"['even', 'simple', 'arm', 'marriage', 'play']",Port Kimberly,Yes
Kimberly Martin,fhansen@example.net,+1-466-898-2998,95554d1c-7b61-4c5e-a5d3-679b8bbd7716,"Engineer, civil (consulting)",Finance,110821.86,2017-02-08,Part-time,"4932 Laura Cape
Walterton, CO 05745",Todd Flores,2.4,"['face', 'dinner', 'population', 'many', 'north']",Port Michaelville,Yes
Rachel Byrd,rodriguezhenry@example.net,(638)718-9665x678,450999be-3977-4dfb-8738-0715c6004380,Corporate treasurer,Engineering,72603.06,2023-05-08,Contract,"028 Rogers Fort
Joseberg, PR 54912",Danielle Logan,2.4,"['trip', 'song', 'home', 'my', 'stock']",Lake Andrewland,No
Christopher Grimes,rebecca42@example.com,(383)262-8996x941,5215e3a8-159a-418b-913d-791d21cd2de7,Ergonomist,Marketing,71698.02,2019-09-20,Part-time,"2920 Hanson Squares
Lake Kurt, CA 86045",Sean Stevens,2.7,"['like', 'think', 'there', 'light', 'area']",Susanland,Yes
Dean Wise,joyceschmidt@example.net,(396)374-6882x68584,7f3d77fd-f5e1-45f9-b1b1-19fc34c92d1a,"Engineer, maintenance (IT)",Marketing,89982.17,2024-11-11,Part-time,"015 Anthony Place Apt. 931
Sharpview, GU 64498",Scott Lee,4.1,"['mention', 'more', 'work', 'lead', 'activity']",North Gregoryberg,Yes
Lauren Brown,qramirez@example.net,+1-356-698-9928x993,d41f4973-bf3f-41d6-8d44-819c41ad08d0,Facilities manager,HR,99779.25,2020-04-14,Part-time,"31207 Shannon Mountains Suite 041
Butlerstad, NJ 60131",Matthew Hodges,3.6,"['direction', 'physical', 'both', 'support', 'great']",New Dustin,No
Andrew Ward,mark24@example.org,322.794.5340x57298,ed6a2a3b-78b2-48ce-bbae-6e3158dfc068,"Lighting technician, broadcasting/film/video",Marketing,85066.6,2020-04-13,Full-time,"PSC 6222, Box 7864
APO AP 75428",Jesus Morris,4.5,"['consider', 'hair', 'itself', 'suffer', 'may']",Port Lawrencetown,Yes
Benjamin Douglas MD,nina53@example.net,+1-659-552-2637x538,0c6418bf-c320-4004-880f-7e4c950efed5,Community education officer,HR,104155.65,2019-06-13,Part-time,"960 Kelley Shores
South Brian, MI 72544",Kimberly Hall,3.6,"['rather', 'station', 'accept', 'fear', 'certain']",Wardside,No
Joshua Herrera,tyler03@example.org,849-653-4453x85692,6c3ea44f-b8e7-4b00-a4d2-0409a56db38e,IT trainer,Marketing,50991.15,2020-09-02,Contract,"369 Houston Glens
Kathleenburgh, NM 08951",Cody Rios,2.8,"['question', 'card', 'week', 'parent', 'increase']",Greenport,No
Linda Morales,mark49@example.com,+1-271-972-8512,e5a83604-027e-4521-b1af-0cafbd106100,Archivist,Sales,60095.97,2016-09-24,Contract,"8480 Sara Points
Dianaland, ND 75055",Michael Ramirez,1.9,"['before', 'mission', 'site', 'imagine', 'behavior']",Daviston,No
Karen Taylor DVM,brandon94@example.net,+1-231-297-8997x35926,238290fa-8567-4bee-9f7c-f8d74b95a809,"Lighting technician, broadcasting/film/video",Sales,55600.19,2022-10-25,Part-time,"478 Smith Cliffs Suite 061
Davisport, VT 85659",Rebecca Gomez,3.3,"['its', 'pretty', 'degree', 'old', 'simply']",Mendozaburgh,Yes
Jennifer Wilson,uhenry@example.org,618.694.9467x919,ce078cc4-ece6-49ae-a5af-9ed9368299a2,Housing manager/officer,Engineering,119297.98,2017-06-05,Contract,"876 Kemp Turnpike Suite 538
Sandrahaven, PW 78682",Dominique Clark,4.5,"['relate', 'power', 'air', 'rest', 'television']",Johnview,No
Samuel Russell,tanya79@example.org,671-225-7916x462,55f6ccaa-3f39-499b-a83d-7e7fc376ae2b,Dietitian,HR,64680.48,2017-02-20,Part-time,"0755 Friedman Heights Suite 830
Port Lori, UT 01395",Tina Garcia,1.1,"['right', 'home', 'either', 'Mr', 'approach']",Christinabury,Yes
Monica Wells,qlong@example.com,6282931892,cf31e952-b5f1-470b-9a62-78a9ad42bca3,Visual merchandiser,HR,106922.95,2015-10-18,Part-time,"6149 Andrew Rapids Apt. 263
Munozview, WY 68043",Susan Brown,4.6,"['study', 'view', 'beat', 'long', 'want']",Brookshaven,No
Samuel Gonzalez,karenkelly@example.com,+1-381-282-1356x410,620fec0e-455c-4fc8-9a92-dd4ab2137153,Ophthalmologist,Sales,107810.44,2023-10-19,Contract,"739 Dylan Flat Suite 120
New Jennaside, WA 55882",Oscar Williams,4.5,"['democratic', 'industry', 'report', 'guess', 'factor']",Lake Heidihaven,No
Matthew Watson,lisarice@example.net,924-713-5916x03832,434f05f7-f33c-41e9-9170-c94db08b2d6a,"Development worker, international aid",Engineering,105626.73,2025-02-02,Contract,"376 Shawn Summit
Greenland, NY 85144",Andrea Ortega,1.5,"['class', 'study', 'represent', 'begin', 'million']",Paulstad,No
Bridget Rivera,warrendavid@example.com,(808)383-1967x117,a0a99567-d540-4b29-86a3-798202116694,Social worker,Finance,73363.59,2020-01-12,Part-time,"82240 Nicholas Spur Apt. 355
Christianmouth, WY 80427",Becky Miller,2.5,"['special', 'stay', 'every', 'prove', 'prevent']",West Zacharybury,Yes
Lee Ramirez,smithmichelle@example.com,668.558.5969x73541,bf1bb19d-c206-43d3-ad4b-19df75f430fb,Ceramics designer,Engineering,103935.65,2016-12-04,Full-time,"70584 Pacheco Island
East Jessicaport, MH 41466",Jason Luna,3.1,"['yeah', 'left', 'alone', 'laugh', 'money']",Jonesborough,No
Tyler Mckinney,robertskayla@example.net,8679154322,82124a55-b91f-4481-88f0-c1477366513a,Physiological scientist,Finance,116264.25,2022-04-19,Full-time,"384 Marisa Road Apt. 113
East Karen, OR 64171",Maria Johnson,3.1,"['necessary', 'matter', 'grow', 'fill', 'wife']",West Kevin,Yes
John Choi,iwood@example.com,903-532-3427x039,4ff6c84b-3931-47b1-8b07-dabc6c740797,TEFL teacher,Sales,43128.27,2020-04-11,Full-time,"Unit 6141 Box 5682
DPO AP 05686",Carl Mann,3.3,"['morning', 'century', 'scientist', 'area', 'event']",Lake Chase,Yes
Tammy Lucas,ericaprice@example.net,727.298.4257x335,b4d2c14f-9f45-4506-95e9-f8d45a18d6ce,Ophthalmologist,Engineering,114665.99,2015-10-13,Contract,"6641 Rebecca Grove
Barryberg, IN 78052",Melinda Turner,4.1,"['center', 'show', 'cultural', 'degree', 'perhaps']",Deannaville,No
Elizabeth Bruce,ikey@example.org,590-338-2489x949,583e0f03-9dad-4dd9-bc9b-d2e363c3ed15,Gaffer,Finance,66972.47,2021-07-08,Part-time,"0631 Christopher Manors Suite 806
Nicholastown, CT 02216",William Daniel,2.9,"['support', 'general', 'rest', 'make', 'size']",Kennethville,Yes
Brian Stevenson,cgomez@example.net,(312)305-8389,66b01ffe-9201-4ea3-b8c8-8ce0c2090b0d,Water engineer,Sales,96005.22,2017-05-21,Contract,"15052 Miller Station Suite 386
Lake Janicestad, MD 62842",Brittney Moody,1.3,"['nearly', 'item', 'international', 'simply', 'box']",North Tyler,Yes
Charles Hill,yvasquez@example.org,3388812238,058c2e79-8f3b-42e9-879e-0d5d5988dddb,Geophysical data processor,Sales,99564.53,2015-10-31,Full-time,"5885 Wilson Crossroad
Micheleland, ND 35338",James Harrell,4.3,"['relationship', 'consider', 'fact', 'region', 'during']",West Johnfort,Yes
Christopher Brooks DDS,lindamarsh@example.net,+1-826-851-7076x38503,62132245-e0de-4123-aabe-333c677d6b3c,Barrister,HR,41287.24,2018-02-23,Contract,"9654 Morris Groves Apt. 604
West Christopherbury, ID 54168",Lucas Pena,2.0,"['peace', 'body', 'child', 'war', 'but']",North Jean,Yes
Joseph Silva,brandonwiley@example.com,862-795-7069x14449,1238b4fe-ba8f-4f43-ad8d-e723d45d893b,"Editor, film/video",Marketing,85173.54,2024-07-19,Part-time,"232 Samantha Island
New Janiceland, MN 52293",James Cook,1.1,"['account', 'police', 'instead', 'not', 'your']",Lake Melvinville,Yes
Corey Acosta Jr.,davidlambert@example.com,+1-767-495-5832,7d00221c-f429-44fc-890d-e4355b1a2bcb,Operational researcher,Finance,78775.44,2020-11-17,Full-time,"523 Martin Square Apt. 115
New Ronald, WV 22517",Chelsea Lynch,4.3,"['base', 'including', 'yes', 'class', 'sign']",South Joshua,Yes
Evan Simpson,kellyramos@example.com,001-359-335-9722x3631,d78c0392-aa86-44fa-bec9-f9ae089ab478,"Teacher, music",HR,103963.66,2019-08-08,Full-time,"42215 Miguel Manor Suite 566
Saraville, MP 08365",Yvonne Edwards,3.1,"['relationship', 'way', 'range', 'prove', 'fast']",North Alex,No
Joy Butler,orobertson@example.com,+1-269-487-8043x360,deb3b8ac-301f-4aab-921e-5608a9ec78b1,"Surveyor, planning and development",Marketing,60839.45,2024-01-19,Full-time,"3319 Timothy Junction
Paulport, NC 68919",Douglas Brewer,1.1,"['season', 'cultural', 'administration', 'professional', 'loss']",Emmamouth,No
Lindsey Meadows,amandamcintyre@example.com,484.535.6700x441,4b7fa115-769f-47a8-bdec-a2cdb8a18836,Dietitian,Finance,82085.49,2023-02-07,Part-time,"7015 Simmons Garden
Morganhaven, GU 60533",Dr. Edward Barron,3.7,"['test', 'new', 'middle', 'window', 'hospital']",Charlesbury,Yes
Diana George,swhite@example.com,(576)544-6721,2014d32e-e1d3-4adc-a8da-02a9bc5cb202,Building control surveyor,Finance,94742.1,2018-09-23,Part-time,"0519 Hoover Knoll Suite 313
West Jessica, MN 73401",Katherine Brown,2.4,"['fire', 'option', 'building', 'society', 'huge']",Hernandezmouth,No
Donald Wright,sara52@example.net,+1-394-379-1792x08974,1bf7fec9-7763-4f94-a8e3-50a8d0530fda,Theatre stage manager,Engineering,63474.77,2020-09-30,Part-time,"05913 Taylor Station Apt. 430
Lindsayborough, MN 16553",Michael Hoffman,3.0,"['several', 'sing', 'watch', 'respond', 'poor']",West Lynnborough,Yes
