name,email,date_of_birth,address,phone_number,grade,student_id,major,minor,enrollment_year,graduation_year,gender,gpa,ethnicity,marital_status,courses,student_type,scholarship,sports_teams,internship_status,social_security_number,birth_place,nationality,parents,emergency_contact,language_proficiency,previous_schools,has_student_loan
Heather Reed,qlee@example.org,2003-06-07,"62263 Rhonda Road Apt. 328
Deniseport, MH 77944",886.448.2132x3867,B,43ff2bb1-7875-470b-9e0d-beec1591c516,Mathematics,Philosophy,1975,2015,Male,2.3,Asian,Single,"['engage virtual portals', 'generate innovative methodologies', 'extend leading-edge convergence']",Part-time,No,None,Completed Internship,106-33-2133,Jamesport,Australian,"{'father_name': 'Timothy Galvan', 'mother_name': 'Lisa Johnson', 'contact_number': '3196476387'}","{'name': 'Donna Martin', 'relationship': 'Parent', 'phone_number': '+1-209-582-8173x8409'}",French,"['Howell-Lara', 'Rodriguez and Sons']",No
Shane Green,maryhill@example.net,2005-02-14,"4620 Jocelyn Pass Suite 494
Mccoymouth, OR 06572",618.774.8019x6048,B,e09b74a0-d366-4426-8848-7aa3689cd0a9,Biology,Philosophy,1988,1972,Non-binary,5.9,Asian,Divorced,"['evolve strategic methodologies', 'facilitate killer convergence', 'incubate value-added ROI']",Full-time,Yes,None,Completed Internship,326-88-7688,Colemanville,Australian,"{'father_name': 'Angela Roberts', 'mother_name': 'John Hudson', 'contact_number': '579-545-7458x0020'}","{'name': 'Alice Hicks', 'relationship': 'Parent', 'phone_number': '001-575-832-3582x5388'}",English,"['Johnson, Gill and Wilkins', 'Yang-Rivas']",Yes
Christopher Compton,dgross@example.org,2003-05-08,"8393 Richard Brooks
Wandaton, NJ 36927",+1-794-537-1828x575,A,3d210483-d880-48b5-adbf-821dcdae341d,Biology,Art History,2020,2006,Non-binary,6.5,Hispanic,Single,"['utilize viral platforms', 'whiteboard B2C systems', 'evolve best-of-breed supply-chains']",Full-time,No,Basketball,Currently Internship,803-88-9570,East Jeffery,American,"{'father_name': 'Tiffany Daniels', 'mother_name': 'Kayla Smith', 'contact_number': '6493528343'}","{'name': 'Ashley Campbell', 'relationship': 'Sibling', 'phone_number': '001-740-709-9263'}",Other,"['Bennett-Wright', 'Fisher and Sons']",Yes
James Burke,zturner@example.org,2005-07-23,"44377 Lawson Meadows
New Christy, MS 94938",4686452152,B,9bdec9d3-c807-487d-908f-bde9e4971462,Chemistry,Art History,1987,2021,Male,2.6,Other,Single,"['re-contextualize web-enabled supply-chains', 're-contextualize e-business networks', 'utilize granular e-services']",Full-time,Yes,None,Completed Internship,594-38-8747,Burgesshaven,British,"{'father_name': 'Elizabeth Swanson', 'mother_name': 'Eileen Douglas', 'contact_number': '669.215.0760x396'}","{'name': 'Katherine Smith', 'relationship': 'Other', 'phone_number': '001-771-856-8329x27013'}",Spanish,"['Willis-Smith', 'Clark, Sampson and Rodriguez']",No
Stacey Meyers,nathanyoung@example.org,2003-07-26,"547 Conrad Greens
Matthewsside, KS 36388",862.658.5039x3634,F,55f470e6-247c-4642-91ad-5a518aaaf684,Engineering,Psychology,1980,1992,Female,9.5,Hispanic,Divorced,"['reinvent global supply-chains', 'facilitate open-source interfaces', 'redefine bricks-and-clicks methodologies']",Part-time,Yes,Football,Currently Internship,114-80-8227,Evanberg,American,"{'father_name': 'Alejandra Howe', 'mother_name': 'Maria Richardson', 'contact_number': '7309260559'}","{'name': 'Kimberly Esparza', 'relationship': 'Parent', 'phone_number': '001-847-275-8590'}",Mandarin,"['Gay, Franklin and Reed', 'Powell, Wang and Martinez']",Yes
Sandra Suarez,warrenaustin@example.com,2005-05-02,"02215 Lee Branch
Garciaport, FM 57589",+1-616-259-9761x5836,F,d21fff53-3431-46f1-99df-fd0b15cc8b2d,Mathematics,Philosophy,1992,2008,Non-binary,7.1,Caucasian,Single,"['orchestrate front-end deliverables', 'expedite rich eyeballs', 'harness B2B functionalities']",Full-time,No,Basketball,Completed Internship,324-94-0926,South Lisa,Canadian,"{'father_name': 'Jason Salazar', 'mother_name': 'Alyssa Simpson', 'contact_number': '(572)760-3227'}","{'name': 'Brittney Ochoa', 'relationship': 'Parent', 'phone_number': '770.418.9553'}",German,"['Smith Group', 'Dyer Group']",Yes
Vanessa King,bradleykaren@example.com,2004-08-31,"871 Schultz Cove
North Jose, WV 02363",001-785-577-5709x558,D,dafb2da7-958d-452a-8efc-834ff084fb50,Biology,Economics,2004,2004,Male,8.7,Mixed,Divorced,"['synthesize efficient networks', 'integrate holistic deliverables', 'brand distributed users']",Part-time,Yes,Football,Currently Internship,061-15-1612,Romerotown,German,"{'father_name': 'Joel Leblanc', 'mother_name': 'David Dawson', 'contact_number': '656.233.0274x9021'}","{'name': 'Eric Fisher', 'relationship': 'Sibling', 'phone_number': '001-254-887-6675x102'}",Mandarin,"['Riley-Jones', 'Anderson Ltd']",No
Shawn Carney,katherine96@example.com,2003-07-16,"2088 Thomas Cape Suite 939
South Rebecca, VA 00943",001-703-573-9416,F,1d0d7e6f-e7d0-4ffc-a929-e720423beb2d,Biology,Music,1988,1997,Female,7.4,Caucasian,Married,"['expedite magnetic paradigms', 'monetize holistic mindshare', 'generate intuitive interfaces']",Part-time,Yes,None,Currently Internship,076-40-9258,East Edwardburgh,Australian,"{'father_name': 'Justin Burns PhD', 'mother_name': 'Deborah Evans', 'contact_number': '(588)958-4360'}","{'name': 'Calvin Turner', 'relationship': 'Other', 'phone_number': '+1-874-821-2742x1776'}",Mandarin,"['Lewis-Cameron', 'Ross, Garcia and Rosales']",Yes
Heather Butler,jake65@example.net,2002-07-26,"12148 Parker Lights Suite 015
Hillburgh, NJ 57874",9242862685,D,27efbac6-b41f-4843-95b6-06e336e21351,History,Sociology,2018,1998,Male,3.4,Asian,Divorced,"['engage viral synergies', 'aggregate world-class communities', 'redefine global interfaces']",Part-time,No,Soccer,Completed Internship,468-93-6289,South Wesleyborough,Canadian,"{'father_name': 'Cynthia Medina', 'mother_name': 'Nathan Ross', 'contact_number': '756-504-4305x8338'}","{'name': 'Stephen Grant', 'relationship': 'Other', 'phone_number': '(495)567-6434x6611'}",Spanish,"['Pham, Mitchell and Leonard', 'Morgan, Watkins and Lewis']",No
Christopher Hoover,beannicole@example.net,2005-05-07,"189 Kelsey Course
Cynthiaborough, NE 16979",(861)215-8545x8106,F,75a43fd1-abfa-4c4e-aa6e-b691c6bdad64,Engineering,Psychology,2023,2011,Female,6.6,African American,Married,"['envisioneer frictionless content', 'deploy virtual infrastructures', 'leverage bricks-and-clicks web-readiness']",Full-time,Yes,Soccer,Completed Internship,261-97-2783,Wilsonchester,Australian,"{'father_name': 'Stephen Chang', 'mother_name': 'Kelsey Taylor', 'contact_number': '8582523351'}","{'name': 'Robert Soto', 'relationship': 'Other', 'phone_number': '998.669.7888'}",German,"['French, Diaz and Murphy', 'Valdez, Clarke and Rich']",No
Jacob Perez,yhampton@example.net,2003-09-02,"28371 Scott Springs Apt. 770
Williamsfort, CA 77052",614-610-7987,B,4cb7b187-2b0d-4a78-b3d6-28329dc90326,Physics,Philosophy,1986,1997,Non-binary,10.8,Other,Married,"['visualize cross-media schemas', 'strategize compelling partnerships', 'exploit proactive bandwidth']",Part-time,Yes,Football,None,785-51-6415,Port John,Australian,"{'father_name': 'Blake Williams', 'mother_name': 'Benjamin Lopez', 'contact_number': '768-436-1929x544'}","{'name': 'Connie Fuller', 'relationship': 'Parent', 'phone_number': '(899)633-8782'}",English,"['Gray-Bailey', 'King Inc']",Yes
Connor Fields,meltonchristina@example.net,2006-04-30,"308 Jackson Crest
East Beckyhaven, LA 81249",540.571.8286x90318,D,bc9806ea-db8f-4a9a-8baf-4ded48517bb1,Physics,Psychology,1979,2005,Female,5.0,African American,Single,"['drive end-to-end info-mediaries', 'enable magnetic solutions', 'maximize bleeding-edge action-items']",Full-time,Yes,None,None,467-55-9811,Markbury,German,"{'father_name': 'Joshua Graham', 'mother_name': 'Brian Taylor', 'contact_number': '951.831.4636'}","{'name': 'Misty Hall', 'relationship': 'Other', 'phone_number': '255.392.7737'}",Other,"['Liu, Rios and Perez', 'Keller, Stanley and Howard']",No
Emma Hansen,burtonedward@example.net,2003-09-20,"852 Schwartz Mills Suite 769
New Kenneth, TN 36964",+1-408-888-9341,D,63d845c7-4a32-441e-b488-876ec346517e,History,Sociology,1989,1989,Non-binary,9.2,African American,Single,"['incubate distributed content', 're-intermediate enterprise functionalities', 'implement transparent eyeballs']",Part-time,Yes,Football,Completed Internship,704-67-6459,Barbaraton,German,"{'father_name': 'Todd Hernandez', 'mother_name': 'Patricia Bradley', 'contact_number': '001-380-956-5538x48080'}","{'name': 'Tina Whitaker', 'relationship': 'Friend', 'phone_number': '841-845-9320x4442'}",Other,"['Hicks, Taylor and Yates', 'Cooper-Gutierrez']",No
Paul Romero,janet58@example.com,2006-01-18,"80792 Sandy Valleys
Barajaston, CO 57875",(834)880-1230,A,5c916b21-eba2-4e7b-a197-cd49ef9106bc,History,Economics,2025,1971,Non-binary,9.3,Caucasian,Married,"['facilitate transparent bandwidth', 'extend value-added methodologies', 'incentivize efficient applications']",Full-time,Yes,Basketball,None,827-60-6607,East Gracemouth,Canadian,"{'father_name': 'Alejandra Maldonado', 'mother_name': 'John Sutton', 'contact_number': '739-929-3097x3155'}","{'name': 'Patrick Taylor', 'relationship': 'Other', 'phone_number': '+1-383-314-7579x9605'}",Other,"['Jensen-Herrera', 'Andrews-Owens']",Yes
William James,paige03@example.net,2007-02-19,"3575 Angela Bridge Suite 121
Salazarton, AS 69145",001-902-880-5713,F,03d93cd5-21a8-4cbf-939b-886870b6bf3f,Engineering,Art History,1976,2021,Non-binary,10.3,African American,Single,"['repurpose visionary methodologies', 'matrix compelling solutions', 'exploit innovative applications']",Full-time,Yes,Football,None,772-63-6510,Nancyborough,Australian,"{'father_name': 'Cristina Wolfe', 'mother_name': 'Shannon Brown', 'contact_number': '276.423.3982'}","{'name': 'Tristan Scott', 'relationship': 'Friend', 'phone_number': '001-441-362-5394x29748'}",Other,"['Conner LLC', 'Wood-Webster']",No
Alexis Singleton,gabriel82@example.com,2003-03-03,"49843 Trevor Court
Guerraberg, AK 13285",001-335-709-2862,D,2e753bb4-730c-453c-ab0b-660e238ff880,Engineering,Art History,1977,2015,Non-binary,10.7,Caucasian,Divorced,"['brand front-end synergies', 'architect visionary partnerships', 'transition strategic action-items']",Full-time,No,Soccer,Currently Internship,403-27-0432,Aprilborough,Canadian,"{'father_name': 'Joseph Lane', 'mother_name': 'Holly Powell', 'contact_number': '+1-335-579-3201'}","{'name': 'Mark Powell', 'relationship': 'Other', 'phone_number': '2923364132'}",German,"['Hall Group', 'Moore Group']",Yes
Brenda Gross,matthewlarson@example.net,2003-07-01,"679 Kyle Roads Suite 805
East Christinachester, IA 41079",001-554-594-0556x80716,B,7ec33bd1-7bee-43a2-95e1-b4edbe5ab0e2,Engineering,Sociology,1993,2001,Non-binary,7.2,Other,Single,"['leverage transparent e-tailers', 'grow enterprise web-readiness', 'enhance impactful solutions']",Full-time,No,None,Completed Internship,421-08-2035,Haleyborough,American,"{'father_name': 'Marc Rojas', 'mother_name': 'Teresa Harrison', 'contact_number': '001-877-421-7457x0157'}","{'name': 'Brian Macias', 'relationship': 'Sibling', 'phone_number': '(576)455-7776x303'}",Mandarin,"['Richmond-Smith', 'Clark-Bowman']",No
Lori Cook,qmoody@example.com,2002-12-29,"936 Ricardo Squares Apt. 499
Kelleyburgh, WY 01093",224-985-4790x654,B,96504f6f-36b7-4288-aba9-d340a97d3887,Biology,Economics,2008,2017,Female,3.1,Asian,Single,"['aggregate best-of-breed niches', 'enhance next-generation methodologies', 'extend holistic functionalities']",Part-time,No,Soccer,None,122-52-5687,Mollyberg,Canadian,"{'father_name': 'Joseph Roman', 'mother_name': 'Daniel Stevens', 'contact_number': '547-595-6665x978'}","{'name': 'Ruben Flores', 'relationship': 'Sibling', 'phone_number': '(554)710-7770'}",English,"['Alexander-Soto', 'Wu-Garza']",Yes
Cory Riggs,brandonjohnson@example.com,2005-12-18,"783 Mann Prairie Suite 095
East Nicoleshire, GU 16001",5685988486,B,a28f5974-b0c9-4ca7-b8fe-dd054ff3fb5a,Chemistry,Philosophy,1972,1976,Female,11.1,Caucasian,Married,"['facilitate next-generation paradigms', 'enhance 24/365 initiatives', 're-intermediate bricks-and-clicks synergies']",Full-time,Yes,Football,Completed Internship,472-35-4401,Jasonstad,British,"{'father_name': 'Alison Pugh', 'mother_name': 'Michael Mccarthy', 'contact_number': '891.551.5958x77040'}","{'name': 'Victor Hunt', 'relationship': 'Friend', 'phone_number': '624-348-8429'}",Spanish,"['Clark, Jenkins and Stevenson', 'Buchanan-Fields']",No
Tracy Robertson,zdodson@example.com,2004-03-31,"3909 Guerra Trace Apt. 427
Lake Barbarachester, IA 91346",001-793-597-7030x497,B,01239e6c-74f2-4ad1-96e5-9c7bd96f6382,Biology,Economics,1997,2012,Female,9.4,Other,Single,"['facilitate granular metrics', 'harness front-end paradigms', 'seize dot-com web-readiness']",Full-time,No,None,Completed Internship,663-80-0823,Martinchester,Canadian,"{'father_name': 'Linda Williamson', 'mother_name': 'Christine Sims', 'contact_number': '(281)649-2738'}","{'name': 'Megan Perez', 'relationship': 'Friend', 'phone_number': '855.767.6961x889'}",German,"['Taylor, Kidd and Johnson', 'Evans, Tanner and Long']",Yes
Nicholas Perez,dawnholmes@example.com,2003-06-28,"803 Banks Flats Suite 326
Lake Maryburgh, CO 49900",476.593.8313x94689,B,35044d38-7b37-456a-bdff-14f10e4be5c9,Biology,Economics,2005,2008,Female,8.1,African American,Married,"['enable bleeding-edge bandwidth', 'benchmark vertical info-mediaries', 'maximize magnetic technologies']",Part-time,Yes,None,Currently Internship,040-34-0151,East Williamfurt,Canadian,"{'father_name': 'Margaret Fowler', 'mother_name': 'Kenneth Rodriguez', 'contact_number': '432-844-2279x805'}","{'name': 'James Brown', 'relationship': 'Parent', 'phone_number': '592.391.5350'}",Mandarin,"['Bird, Jones and Tucker', 'Huff, Roberts and Reese']",Yes
Debbie Nguyen,lancegutierrez@example.net,2002-06-24,"127 Lisa Court
Gonzaleschester, ND 62444",001-316-444-2487x19673,A,1fed286d-1f8b-4dd7-9474-1c88b3d053fb,Chemistry,Music,1988,1991,Non-binary,5.0,Caucasian,Married,"['monetize bleeding-edge channels', 're-intermediate next-generation technologies', 'synthesize intuitive communities']",Full-time,Yes,Football,Completed Internship,826-59-9919,Christinaland,American,"{'father_name': 'Kevin Davis', 'mother_name': 'Gerald Hunt', 'contact_number': '+1-517-209-2817'}","{'name': 'Rebecca Edwards', 'relationship': 'Parent', 'phone_number': '946-432-4986'}",Spanish,"['Foster-Flores', 'Maxwell-Bowen']",No
John King DVM,michelle93@example.com,2002-08-09,"38562 Wood Roads
North Matthew, PR 69224",778.863.9384,A,d3a304e5-1e2c-4722-93bd-8462583d2c3c,Physics,Economics,2023,1987,Male,11.6,Hispanic,Divorced,"['morph impactful e-tailers', 'disintermediate web-enabled initiatives', 'architect ubiquitous e-services']",Part-time,Yes,None,None,402-93-9338,Laurafort,American,"{'father_name': 'Andrea Mcintosh', 'mother_name': 'Stephanie Campbell', 'contact_number': '284.722.1221'}","{'name': 'April Cline', 'relationship': 'Friend', 'phone_number': '+1-430-938-4429x257'}",English,"['Burke-Lara', 'Lewis, Ford and Mason']",No
James Lester,sflores@example.com,2005-04-07,"43594 Orozco Mission Apt. 393
Andersonstad, TX 64782",(350)505-6415x4028,B,5be89552-9bc4-45e7-bacc-c70165d4b3f8,Engineering,Sociology,1993,2020,Female,8.0,African American,Single,"['morph innovative eyeballs', 'unleash world-class e-markets', 'seize dynamic schemas']",Full-time,No,Soccer,None,460-74-8039,East Michaelmouth,American,"{'father_name': 'Mary Jensen', 'mother_name': 'Laura Noble', 'contact_number': '+1-332-725-4310x590'}","{'name': 'Amber Duran', 'relationship': 'Sibling', 'phone_number': '883-410-1460x8097'}",German,"['Blair-Price', 'Meadows LLC']",Yes
Donna Smith,gward@example.com,2007-01-23,"0876 Morris Ridges Suite 886
North Christieberg, NV 18483",+1-456-646-1624x6960,B,965941b1-842c-471d-9f1c-98d9f17be033,Chemistry,Music,1970,2004,Male,3.2,Other,Divorced,"['disintermediate plug-and-play e-commerce', 'extend impactful action-items', 'target end-to-end partnerships']",Part-time,No,None,Currently Internship,307-22-6124,East Joanne,American,"{'father_name': 'Stephanie Perez', 'mother_name': 'Nathaniel Yoder', 'contact_number': '680.218.3045'}","{'name': 'Kelly Chapman', 'relationship': 'Parent', 'phone_number': '001-266-792-7416x7052'}",German,"['Garcia Ltd', 'Hunt-White']",No
Miranda Guerrero,tlynch@example.com,2003-12-14,"9947 Alexander Fields Suite 880
Jasonside, AZ 75129",001-777-816-7636,D,4eadb843-8ea3-4c83-bd88-909432e89e5f,Mathematics,Philosophy,1977,1981,Male,6.9,Mixed,Married,"['utilize vertical methodologies', 'generate scalable web services', 'redefine innovative deliverables']",Full-time,Yes,Football,None,040-46-5271,North Michaelshire,American,"{'father_name': 'David Smith', 'mother_name': 'Gregory Shaw', 'contact_number': '(963)518-9757'}","{'name': 'Stephanie Campbell', 'relationship': 'Friend', 'phone_number': '788-519-9402x540'}",Spanish,"['Clark, Johnson and Taylor', 'Jones, Moreno and Marshall']",No
Yesenia Daniels,shanegallagher@example.net,2006-10-18,"0240 Stewart Common
Danielleville, GA 66133",(488)512-1957,A,03b13c0f-002a-48f7-acbe-2c558ebc8f90,Physics,Economics,2022,1977,Female,3.0,Caucasian,Married,"['seize killer interfaces', 'empower clicks-and-mortar e-business', 're-intermediate bricks-and-clicks supply-chains']",Part-time,Yes,Soccer,Completed Internship,067-99-3181,Chapmanfurt,Canadian,"{'father_name': 'David Johnson', 'mother_name': 'Joseph Jacobs', 'contact_number': '(785)630-9710x82521'}","{'name': 'Marcus Torres', 'relationship': 'Friend', 'phone_number': '+1-389-979-4266'}",Other,"['Nichols-Curtis', 'James, Armstrong and Walker']",Yes
Paula Hendricks,phillipserrano@example.net,2002-11-18,"52830 Yu Groves Apt. 990
East Jodiberg, NV 50901",(438)936-7400x0322,C,aac96dbc-0b00-43ca-8644-758fa0c3871c,Computer Science,Economics,1997,2001,Female,11.2,Asian,Divorced,"['leverage compelling models', 'grow robust architectures', 'matrix dynamic functionalities']",Part-time,No,Soccer,Completed Internship,161-21-1640,North Tiffanyton,Canadian,"{'father_name': 'Daniel Wallace', 'mother_name': 'Robert Dyer', 'contact_number': '(699)600-1473x617'}","{'name': 'Mariah Klein', 'relationship': 'Parent', 'phone_number': '881.808.8920'}",German,"['Strickland PLC', 'Martinez, Mathis and Bell']",No
April White,tonyagibson@example.net,2003-04-24,"44885 Charles Stream Apt. 421
West Shane, RI 31675",(255)238-6948,A,7ecc81ae-0503-4865-bb29-be70d5ceffe1,Physics,Art History,2005,2009,Male,4.5,Asian,Divorced,"['brand B2B action-items', 'enhance efficient applications', 'optimize holistic deliverables']",Full-time,No,Football,Completed Internship,174-88-7012,South Caitlin,German,"{'father_name': 'Larry Kramer', 'mother_name': 'Julia Porter', 'contact_number': '001-214-321-2050x1589'}","{'name': 'Dana Strickland', 'relationship': 'Friend', 'phone_number': '784-561-0760x9949'}",French,"['Smith, Pierce and Perez', 'Andrews-Vaughn']",Yes
